source_id,ra,ra_error,parallax,parallax_error,bp_rp,phot_g_mean_mag,dec
6005425828227821952,228.0334513873133,0.021571575,42.35668115722206,0.025560161,2.119728,10.656588,-39.69784973159263
3285714066647420032,67.07006231764834,0.029394398,42.35482751925962,0.035154816,3.3790236,14.675982,6.00355707423696
1500827225817637504,204.00033529496758,0.012913757,42.350579611406,0.022962036,3.1930113,13.904733,40.4034207015056
1277731574898670976,231.5968134041247,0.016127435,42.34090072780401,0.02720995,3.4330015,14.73493,33.09127138169647
4044295274980460416,275.9551936210803,0.023181552,42.33900977219419,0.02271978,2.603424,12.0553465,-34.86618570491388
3966121308211394944,172.9336262061169,0.021084601,42.33818082401295,0.022345005,1.4227114,8.744178,14.367437934390086
6449124395465377920,299.6382737364681,0.017069716,42.33558055527212,0.022039475,1.2453165,8.2051115,-54.93744015670649
1109272718347432192,107.3827279575828,0.010703135,42.33353650066068,0.019453483,2.3907366,11.46908,69.8480765436136
4980466929965023104,9.998095311029287,0.013857318,42.33199463991762,0.024751687,2.0978823,10.584977,-44.25419864087498
2456487788826106112,19.317182936398197,0.013891847,42.327729761063445,0.017385349,1.997592,10.019055,-13.263168996342406
1500826882220275712,203.99893916399733,0.020276153,42.3239823324059,0.036061283,3.4788618,14.627534,40.36289772337963
1304594533751044992,249.23339054510657,0.019564586,42.32199122528918,0.030222947,3.6276865,15.087056,27.40473120214148
1237696157506521600,220.6081766517041,0.012963979,42.317725049671175,0.016521297,1.6916037,9.42636,19.502731126223868
897765743888715392,108.24842054465914,0.019351928,42.31764202258814,0.022314545,2.384469,11.437879,35.784204977463226
216569469589042176,55.74763429526308,0.02244916,42.30860972997117,0.026756708,1.273777,8.7442465,31.65287051336272
94712996769289856,25.265467955659354,0.18596782,42.307487772749234,0.21924211,4.2137756,18.68985,18.080359216332262
4171084878520425216,272.71893008388406,0.015182194,42.30726515068714,0.018212045,2.9605265,13.467734,-7.148776116981487
4264353838563541504,289.67257357685156,0.6749361,42.30680229866213,0.85578877,1.3883209,19.244038,0.23481486526975906
6356417496318028800,328.71831325825735,0.014902711,42.29297034370435,0.01784614,1.1864805,7.9835877,-77.33882847811111
2867514406706887808,357.6174064775465,0.011253398,42.29188592466694,0.01659076,1.4836998,8.859545,30.353305785219586
4315746558237234176,291.77048075226,1.0592854,42.29135955403484,1.9374447,2.73353,19.966236,11.86543158278589
