designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 4265007841851977856",4265007841851977856,283.80948246989857,-1.7034000684447814,0.13396577023024486,-4.326339297940773,-5.4644470827146865,0.95590013,19.166004,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841851985664",4265007841851985664,283.81167775128466,-1.7010482619061789,0.6424304630873118,-4.065792194134914,-10.193904912305067,0.99234873,19.613846,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841851986560",4265007841851986560,283.81188328740336,-1.7005097629938628,,,,,20.54513,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841851986688",4265007841851986688,283.81202616509154,-1.7007180542713212,0.8515108964977557,-0.7276216349835858,-2.1278418401368873,1.126389,18.96613,2.1237736,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841851989248",4265007841851989248,283.81364068756943,-1.6994692381947611,0.045384506807111785,-2.1771892699301922,-2.948458030077228,1.3400873,18.573395,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852004736",4265007841852004736,283.8167008755477,-1.6958601044053374,0.19599436088338604,-5.100798961999956,-8.223124949032888,1.0262471,20.134237,2.0842438,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852006016",4265007841852006016,283.81000728860374,-1.701493496169607,,,,,20.636341,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852006144",4265007841852006144,283.80787454081184,-1.7032943732507786,1.7549041653778215,-1.4493945203306362,-5.10051891968861,1.1402793,20.437984,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852006528",4265007841852006528,283.81432479603785,-1.6977825628648664,0.554553476630283,-3.1237757555611676,-9.426422801144936,1.0977287,19.853182,2.2261753,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852008320",4265007841852008320,283.8096076281475,-1.70171285837963,-0.8850139934405855,-1.7915513617353487,-1.331898592474564,0.98691845,19.372526,2.2461185,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852009088",4265007841852009088,283.81541702883936,-1.6967198003408384,-0.3312885767231704,-9.300963970247846,-7.969113996037874,1.0892572,20.650932,1.7543392,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852016384",4265007841852016384,283.8068546869243,-1.7032350229297237,0.7786443775062993,-1.8186520331871194,-2.494210940856472,1.0442474,17.998606,1.8703518,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967125550023680",4264967125550023680,284.10821214384475,-1.8164596358556828,0.5841277354302278,-1.7862491277168582,-4.957346949783752,1.0848923,19.395838,2.3775616,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125550023808",4264967125550023808,284.10675407372366,-1.8142422790328008,1.4376528737246952,-4.800796337995866,-14.565255672440156,0.9916143,19.232832,2.142273,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125555236096",4264967125555236096,284.10354423798964,-1.819722703062866,,,,,20.62372,2.621235,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125555581824",4264967125555581824,284.11423126743006,-1.8186386811172253,,,,,20.708918,1.8241215,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125555752320",4264967125555752320,284.1000550556315,-1.8164238149061172,,,,,20.714453,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125555752960",4264967125555752960,284.099394192227,-1.8176435630694845,,,,,20.54063,2.0403233,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125556269696",4264967125556269696,284.10578795533127,-1.813870288099825,,,,,20.747272,1.8090172,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125557273856",4264967125557273856,284.106227466557,-1.8135807672922155,,,,,20.644623,1.9515457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125589066880",4264967125589066880,284.10907319342635,-1.82563454658796,-1.2149044683261485,-2.9392456119125057,-3.9133041856965853,1.8961961,18.570383,1.912468,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3660.1448,4.4927,-1.1531,741.4802,0.2418,0.1703,0.0924
"Gaia DR3 4264967125589067136",4264967125589067136,284.10927329459355,-1.8246970430099594,0.1667622191578056,-0.8104908569943318,-5.863707719178431,1.2884858,18.548576,1.9714661,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125589070848",4264967125589070848,284.11402371893627,-1.816016766315406,0.410452928767479,-0.4139161119997862,-3.6494098374233794,1.0235207,14.191118,2.1061935,10.290972,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5063.8535,2.8901,0.0742,2215.6987,2.7212,2.0021,1.0745
"Gaia DR3 4264967125589071488",4264967125589071488,284.1090014832306,-1.8188067244059138,0.27036426953834947,-2.87624257560319,-4.2833837648293125,0.97377175,15.840819,2.3872538,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4600.2275,2.8354,0.1939,2386.5676,3.0519,2.1598,1.1532
"Gaia DR3 4264967125589071616",4264967125589071616,284.10936414348805,-1.8194595282091202,0.01412066137936959,-5.1124241613762615,-8.10295871411899,0.9144146,16.769157,2.6158266,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967125589074176",4264967125589074176,284.1100327170295,-1.8153029118890338,0.27778006297650126,-0.7161579764155698,-4.493508262467159,1.0659084,15.912522,2.3948154,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4676.4355,2.2534,-0.811,4305.189,3.1722,2.2634,1.2377
"Gaia DR3 4264967125589074688",4264967125589074688,284.1110015880481,-1.8141396704763018,-0.3886261860280054,-1.872966255437284,-4.928296326811648,1.0059586,19.688805,2.5348167,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125589075072",4264967125589075072,284.11017338123344,-1.814589983974692,-0.06968604950376707,-0.7364137351424296,-4.829768510357871,1.0591172,18.315773,2.006258,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264931425768305664",4264931425768305664,283.84439756154177,-2.108327761459697,,,,,20.602953,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125589075200",4264967125589075200,284.10931549921116,-1.815303655738088,-0.016274954229774114,-4.313517684297731,-5.231495639569618,1.0113018,17.075958,2.7884636,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967125589079808",4264967125589079808,284.09761431496,-1.8192409297419108,0.007142874648791648,-2.183386487738687,-0.6926177947653562,0.9386202,18.700478,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125589080064",4264967125589080064,284.1010556635708,-1.8146827462263446,0.3510898825860126,-2.1219767621732144,-1.8278996412809139,1.1195835,15.873256,1.6878834,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,7428.4834,4.0497,-0.1751,1794.7482,3.0586,2.4801,1.3577
"Gaia DR3 4264967125589746048",4264967125589746048,284.10992497159646,-1.82353478649572,-1.2963162072988108,-3.2130419374931174,-8.412271931008517,1.0830127,20.591568,2.1019535,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125590390656",4264967125590390656,284.10530804709504,-1.8126610614381906,0.4512092369203588,-4.191934959799584,-8.326536745648543,1.0116488,19.434725,1.972189,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125591043584",4264967125591043584,284.10347142929083,-1.8252881796476976,,,,,20.8204,1.9821739,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125598534912",4264967125598534912,284.1125842959091,-1.8203738995464076,0.5369988205779755,-1.668713199528582,-3.6763510519504927,1.0642976,20.451994,1.9048405,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125598535168",4264967125598535168,284.11309273906306,-1.8210159033566613,,,,,20.94077,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125598535808",4264967125598535808,284.1110150838049,-1.819242022194713,,,,,20.1436,1.9174633,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125598541312",4264967125598541312,284.10657626562886,-1.8193852717262224,,,,,20.6984,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125598541440",4264967125598541440,284.10377270440125,-1.823553017962247,0.08241804805831379,-2.550758158524952,-2.5561649860467917,0.9952702,19.997555,2.3690014,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967125598545536",4264967125598545536,284.1089497219744,-1.8125511376058272,-0.32372408435620814,-0.8285443644013013,-3.252173721122371,1.0962198,19.449396,2.0091438,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967155601310592",4264967155601310592,284.11805897309574,-1.8087381342026332,0.35881375188668174,-1.348791400069941,-3.774742744876236,0.995547,18.555574,2.2813988,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3607.53,4.4316,-1.1418,609.6893,1.1635,0.7942,0.4373
"Gaia DR3 4264967155601313536",4264967155601313536,284.11757328895527,-1.8068256984564997,0.13658578843313707,-3.082085878944665,-4.813386040683155,1.017419,17.570004,2.6082802,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,5123.47,3.7211,-0.1865,1587.9747,4.2916,3.0497,1.6798
"Gaia DR3 4264967155601313664",4264967155601313664,284.11637238834794,-1.8048507445038615,-1.4626109768478075,6.210239951076132,-5.648654697023572,2.3229308,17.721264,2.0506496,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967155601313792",4264967155601313792,284.1155885528329,-1.8054617981649697,0.06858756343260733,-2.6590154050726427,-6.419760688996557,0.8985046,17.994244,2.7683392,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3950.2742,4.1061,-1.0371,637.5016,3.3893,2.2719,1.2524
"Gaia DR3 4265007841852016512",4265007841852016512,283.8073558621573,-1.7031035224159548,0.5986961788094348,-3.627558240017989,-0.4160829974758462,1.0031465,19.777409,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852030720",4265007841852030720,283.80887805817247,-1.7009984612848883,-1.6595818249693584,-9.533478686625175,-5.394540861354499,1.0909752,20.175909,2.5453148,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852034944",4265007841852034944,283.80706956130956,-1.7022744176891882,-1.8728351102729046,2.226617772033173,-6.20735374171326,0.87679815,20.448977,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852036224",4265007841852036224,283.8059719913954,-1.702805660656291,,,,,20.352776,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852039168",4265007841852039168,283.8101453324049,-1.699452770930644,-0.48423426399097425,-3.3472426331490253,-5.311047943927748,1.1050271,20.080103,2.1567078,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852039296",4265007841852039296,283.8131857587978,-1.696834904724356,-0.7192136469977191,-1.8786924767529256,-8.721541221216542,1.0914558,20.32044,2.0296097,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852040832",4265007841852040832,283.8123994237617,-1.6974411259050326,1.3507290949013828,-1.897938035302657,-3.6191876132139185,1.0378271,20.330717,2.4213314,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852041728",4265007841852041728,283.8138751980056,-1.6961341131379328,,,,,20.359766,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852043264",4265007841852043264,283.80953570929904,-1.6997784104369105,0.916938539972927,-4.600240598826347,-2.029739534941316,1.0577161,19.183239,1.9404411,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852061184",4265007841852061184,283.81321721300765,-1.6961009867502241,,,,,20.816454,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852061312",4265007841852061312,283.8129071662117,-1.6960888708387436,,,,,20.6983,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852063872",4265007841852063872,283.80514257897005,-1.7025440724644427,0.5982254468928864,-3.69695083502981,-0.8592827120056408,1.0545509,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852064768",4265007841852064768,283.81496222264326,-1.6941390645706629,1.8532665630435103,-0.7774410531199979,0.44896411938456104,1.0345953,20.137024,1.978199,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852081920",4265007841852081920,283.8108973311316,-1.6966262755348105,0.19414688818561854,-1.1403021270404423,-2.1305456516248,1.0246999,19.602518,2.102829,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852083200",4265007841852083200,283.80450896620965,-1.7019563826477313,-0.21501395559234845,1.2031772749790655,-3.374930372819758,1.2469811,19.525543,2.0434208,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852085120",4265007841852085120,283.8088942701681,-1.6981378380235574,0.6073792260168221,-1.9209626685854113,-4.773661637084178,1.0304459,18.788172,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852108928",4265007841852108928,283.8112078923736,-1.694911412285019,1.9204400084387203,-4.003785504765347,-2.8480505425864755,1.1306711,20.573872,2.0169735,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967155601314560",4264967155601314560,284.1167003003107,-1.8023000628679575,0.6025162869615732,-1.4127634332399615,-4.7523413650165125,1.0960587,18.330906,2.1179943,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3853.3826,4.7634,-0.4006,658.7394,1.1304,0.7832,0.4336
"Gaia DR3 4264967155602055040",4264967155602055040,284.118736190962,-1.8171887376725935,0.7985888834091036,-0.5291046591988743,-0.7001758446018927,1.0206778,18.198324,1.8632011,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3839.914,4.862,-0.8254,613.2368,0.4696,0.3338,0.1807
"Gaia DR3 4264967155602059904",4264967155602059904,284.11941581934235,-1.8156059895031196,0.2562293875110659,-2.3665912537829166,-4.687303168793176,0.87795943,17.092731,2.3433847,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4897.087,3.8826,0.4677,1340.852,3.2717,2.3338,1.2426
"Gaia DR3 4264967155602067712",4264967155602067712,284.12042237584706,-1.8132473327785503,,,,,20.47642,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967155602073344",4264967155602073344,284.11311898878466,-1.807637916039234,0.6862181375596501,0.7555834813127272,-5.048348947511858,2.253617,17.517101,1.8240337,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4893.1074,4.8321,-1.9305,601.2692,1.8062,1.3626,0.7503
"Gaia DR3 4264967155602081664",4264967155602081664,284.11777398592943,-1.8051318274002621,0.44176698085671096,4.802528009062449,-10.664882985954748,0.9743777,16.182817,1.6241398,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,7167.7354,4.2025,-0.2331,1686.9437,2.7171,2.1987,1.201
"Gaia DR3 4264967155604235392",4264967155604235392,284.11082153895455,-1.8125382536918067,0.2734367471543293,-2.191203337309201,-3.3570959289763724,1.1696652,18.903488,2.0184708,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3612.318,4.5344,-1.5184,533.4092,0.7895,0.5455,0.2966
"Gaia DR3 4264967155604251648",4264967155604251648,284.12575030889593,-1.8075003630856794,0.002174908914742415,-0.9740125569624298,-2.966960997453354,1.0325456,18.244595,2.139574,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3842.9023,4.7025,-0.5788,689.4668,1.118,0.7777,0.427
"Gaia DR3 4264967155609556352",4264967155609556352,284.11238756174714,-1.8053498155188756,0.5374582304897485,-2.216656704705737,-3.8486593346204816,1.0294842,17.269787,1.8029385,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5365.9565,4.7162,-2.5669,733.1992,2.1171,1.6256,0.905
"Gaia DR3 4264967155609556480",4264967155609556480,284.1111389484196,-1.810532838905528,0.3464316702191454,-3.651032659855991,-4.159708986042073,0.9444613,19.272324,1.9045334,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967155609556992",4264967155609556992,284.11980444992173,-1.8102266816568162,0.35793714451187814,-0.8780840092805384,-2.4801269987320254,0.99331355,17.70945,1.895153,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4557.29,4.8097,-1.2538,634.6362,1.5637,1.1575,0.6286
"Gaia DR3 4264967155620630912",4264967155620630912,284.12748363119766,-1.8128157724464034,,,,,20.707006,2.5362911,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901632640",4264967159901632640,284.1188009603144,-1.8175456013401918,-0.9758024159287635,-2.0626512479620267,2.2016614209672682,1.0085101,19.917759,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901634304",4264967159901634304,284.12603016069625,-1.811374429988519,0.3783359567154661,-0.9561900638559773,-4.584754267943345,0.9895346,19.886127,2.8292084,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852115840",4265007841852115840,283.8058579035189,-1.6983653028695895,0.5090164808538445,-6.588461866805471,-10.70959680561816,2.6017516,20.210573,1.8342781,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852115968",4265007841852115968,283.8060775424997,-1.6984728716756252,,,,,20.522247,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852116096",4265007841852116096,283.8063231535907,-1.6986123592200528,,,,,20.536379,2.861597,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852123008",4265007841852123008,283.80956689701554,-1.6955588125634289,0.09676488371523133,-0.4572589369096784,-0.18301411771313414,0.94835,18.385962,1.8279552,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3796.9917,4.8583,-0.7011,709.876,0.2879,0.2046,0.1112
"Gaia DR3 4265007841852124672",4265007841852124672,283.80469164614664,-1.699591160531533,-0.3730760393701416,-2.92295579953823,-3.1648947921614345,1.0336555,20.03315,2.1002808,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852127232",4265007841852127232,283.8034606469874,-1.7004345596936394,,,,,20.456379,2.2218895,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852133120",4265007841852133120,283.8128820311907,-1.6920092009514782,1.0136839355049103,-1.6654473414836046,-6.074929424472023,0.9694983,19.261234,1.7584457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852133248",4265007841852133248,283.80699461148953,-1.6969814867003472,,,,,20.602896,1.3686562,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852138112",4265007841852138112,283.8054730963877,-1.6978630064331068,1.2523450603811683,3.778773219588256,0.2728425671973192,0.92018306,20.279423,2.3429203,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852142848",4265007841852142848,283.8092717784881,-1.6943896008444754,0.2950664606577774,1.4504809725264929,0.47622193745357466,1.0438602,19.330975,3.1221638,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852143616",4265007841852143616,283.80574569873096,-1.6971688050144225,1.485505778198741,-4.369391405453914,-6.251778526779218,0.88816196,20.032667,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852148480",4265007841852148480,283.8097947528586,-1.6936203868221122,0.030921062812920896,-0.2596444625427123,0.007441237501852151,1.0379395,19.41665,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852148608",4265007841852148608,283.8024735649067,-1.6998326468038454,-0.6160640161839959,2.0952597730917866,-2.2804113315127803,1.0217946,19.941345,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852155008",4265007841852155008,283.8064035425854,-1.6960084531030135,0.020121203704159145,-2.8283999437137597,-7.9739078458637245,0.96675134,17.415436,2.7046604,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4265007841852160896",4265007841852160896,283.8112740709147,-1.6917251819464307,,,,,20.479836,1.4590168,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852168448",4265007841852168448,283.8016682585192,-1.6993334929491246,,,,,20.57497,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852170752",4265007841852170752,283.80490427176017,-1.6964613402140747,-0.9507638227617858,0.19176339692117245,-1.849657813572198,0.96261525,20.119053,2.0064907,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852192256",4265007841852192256,283.8072881293512,-1.693210245729269,0.3952649137034694,-3.309540626298752,-2.9766841109996722,1.0727555,19.222261,1.9064293,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852204928",4265007841852204928,283.80528614199204,-1.6941226084648775,,,,,20.733814,1.8182335,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852205056",4265007841852205056,283.8024683537719,-1.69655186721504,0.2285057075948043,-4.086743287560453,-7.825202843621619,0.990328,20.310738,1.9258823,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852214400",4265007841852214400,283.80300408853947,-1.6956440579862389,0.06935046112811433,-2.3700029003260115,-4.063165258445742,1.1498331,20.34012,1.8136463,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852215808",4265007841852215808,283.8087462145432,-1.6906695651870867,-0.19879045958983083,-3.3445774787438207,-7.809643800395293,1.0258971,20.312748,1.886179,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4265007841852229760",4265007841852229760,283.8014518418475,-1.6962509772910765,0.003793440030884632,-3.203137920409007,-6.235106552875409,1.0236903,18.479622,2.4782887,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3678.429,4.0455,-1.3535,763.5824,1.9444,1.3161,0.7222
"Gaia DR3 4265007841852232832",4265007841852232832,283.8082347340073,-1.6897610272353913,-0.3794398485118706,-1.8411623893863185,-4.442895503097217,0.958437,19.627731,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901647360",4264967159901647360,284.1176920627152,-1.8150941366287505,0.7952560613720874,-4.018640810078355,-7.680964385049462,1.1242231,19.744825,2.245802,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901648640",4264967159901648640,284.11524621470625,-1.816837181759854,0.2093529499796065,-1.5186877022720833,-4.093212007684516,0.98105454,19.418373,2.8376408,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901648768",4264967159901648768,284.1204258563477,-1.8124091030860903,-0.001194338181355864,-2.16091539890505,-6.375697856016174,0.9850281,19.401451,2.2806244,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901635328",4264967159901635328,284.12402763299804,-1.812775826982084,0.8933720756370445,-0.5928551230196484,-2.7448792121980694,0.9800895,20.344885,1.7541962,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901635840",4264967159901635840,284.1200181251412,-1.8160360787250498,0.5898871633313967,-4.707926736400568,-7.31714854854704,0.9881033,20.259289,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901635968",4264967159901635968,284.12284905812544,-1.8131485862097378,-0.6229721085230314,-1.5936245625982506,-4.3731035333288375,1.0091774,19.592281,2.201603,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901636096",4264967159901636096,284.1232777137506,-1.8130926378303713,-1.9762659790238368,-0.6997593426992539,-4.088429681393209,1.1790112,20.5161,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901636352",4264967159901636352,284.12123627093536,-1.814691953339527,0.6667993920037592,-2.7076952315025413,-6.105875593661921,1.0048827,19.4483,2.3815975,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901638016",4264967159901638016,284.1244065195298,-1.8117830907424386,0.34090858218110853,-1.2123636256594548,-0.030743464739201254,0.99046993,18.24555,1.870472,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3829.8486,4.7806,-0.4008,795.8303,0.2281,0.1617,0.0893
"Gaia DR3 4264967159901638784",4264967159901638784,284.12000152172914,-1.8154256758822724,0.9352880178883333,0.7965921105958941,-3.349705645165867,1.0152838,19.897793,2.3429089,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901639552",4264967159901639552,284.122067389217,-1.813332168527796,,,,,20.444456,2.3154545,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901639680",4264967159901639680,284.12192316561567,-1.8135879140225803,1.114112120658287,-6.900817656424201,-4.26149038573939,1.1202655,20.386225,2.2341652,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967159901639936",4264967159901639936,284.124910919844,-1.810856690406535,0.8042785190900273,-1.7937204014157884,-3.831828786002603,0.9523936,19.480442,2.3297043,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
